Mod:Item:MetaData, Localized Name
extendedcrafting:compressor, Quantum Compressor
extendedcrafting:ender_alternator, Ender Alternator
extendedcrafting:ender_crafter, Ender Crafter
extendedcrafting:guide, Extended Crafting Guide
extendedcrafting:material:0, Black Iron Ingot
extendedcrafting:material:1, Black Iron Nugget
extendedcrafting:material:2, Black Iron Slate
extendedcrafting:material:3, Black Iron Rod
extendedcrafting:material:7, Luminessence
extendedcrafting:material:8, Basic Catalyst
extendedcrafting:material:9, Advanced Catalyst
extendedcrafting:material:10, Elite Catalyst
extendedcrafting:material:11, Ultimate Catalyst
extendedcrafting:material:12, Crystaltine Catalyst
extendedcrafting:material:13, The Ultimate Catalyst
extendedcrafting:material:14, Basic Component
extendedcrafting:material:15, Advanced Component
extendedcrafting:material:16, Elite Component
extendedcrafting:material:17, Ultimate Component
extendedcrafting:material:18, Crystaltine Component
extendedcrafting:material:19, The Ultimate Component
extendedcrafting:material:24, Crystaltine Ingot
extendedcrafting:material:25, Crystaltine Nugget
extendedcrafting:material:32, The Ultimate Ingot
extendedcrafting:material:33, The Ultimate Nugget
extendedcrafting:material:36, Ender Ingot
extendedcrafting:material:37, Ender Nugget
extendedcrafting:material:40, Ender Star
extendedcrafting:material:41, Ender Star Nugget
extendedcrafting:material:48, Enhanced Ender Ingot
extendedcrafting:material:49, Enhanced Ender Nugget
extendedcrafting:material:128, Diamond Nugget
extendedcrafting:material:129, Emerald Nugget
extendedcrafting:material:140, Nether Star Nugget
extendedcrafting:handheld_table, Handheld Crafting Table
extendedcrafting:recipe_maker:0, Recipe Maker
extendedcrafting:singularity:0, Coal Singularity
extendedcrafting:singularity:1, Iron Singularity
extendedcrafting:singularity:2, Lapis Lazuli Singularity
extendedcrafting:singularity:3, Redstone Singularity
extendedcrafting:singularity:4, Glowstone Singularity
extendedcrafting:singularity:5, Gold Singularity
extendedcrafting:singularity:6, Diamond Singularity
extendedcrafting:singularity:7, Emerald Singularity
extendedcrafting:singularity:16, Aluminum Singularity
extendedcrafting:singularity:17, Copper Singularity
extendedcrafting:singularity:18, Tin Singularity
extendedcrafting:singularity:19, Bronze Singularity
extendedcrafting:singularity:20, Zinc Singularity
extendedcrafting:singularity:21, Brass Singularity
extendedcrafting:singularity:22, Silver Singularity
extendedcrafting:singularity:23, Lead Singularity
extendedcrafting:singularity:24, Steel Singularity
extendedcrafting:singularity:25, Nickel Singularity
extendedcrafting:singularity:26, Constantan Singularity
extendedcrafting:singularity:27, Electrum Singularity
extendedcrafting:singularity:28, Invar Singularity
extendedcrafting:singularity:29, Mithril Singularity
extendedcrafting:singularity:30, Tungsten Singularity
extendedcrafting:singularity:31, Titanium Singularity
extendedcrafting:singularity:32, Uranium Singularity
extendedcrafting:singularity:33, Chrome Singularity
extendedcrafting:singularity:34, Platinum Singularity
extendedcrafting:singularity:35, Iridium Singularity
extendedcrafting:singularity:48, Signalum Singularity
extendedcrafting:singularity:49, Lumium Singularity
extendedcrafting:singularity:50, Enderium Singularity
extendedcrafting:singularity:64, Ardite Singularity
extendedcrafting:singularity:65, Cobalt Singularity
extendedcrafting:singularity:66, Manyullyn Singularity
extendedcrafting:singularity_ultimate, The Ultimate Singularity
extraplanets:mercury:0, Mercury Surface Rock
extraplanets:mercury:1, Mercury Sub-Surface Rock
extraplanets:mercury:2, Mercury Stone
extraplanets:mercury:3, Mercury Iron Ore
extraplanets:mercury:4, Mercury Tin Ore
extraplanets:mercury:5, Mercury Copper Ore
extraplanets:mercury:6, Mercury Ore
extraplanets:mercury:7, Block of Mercury
extraplanets:mercury:8, Mercury Stone Bricks
extraplanets:mercury:9, Mercury Dungeon Brick
extraplanets:mercury:10, Carbon Ore
extraplanets:mercury:11, Block of Carbon
extraplanets:mercury_gravel, Mercury Gravel
extraplanets:mercury_spawner, tile.boss_spawner_mercury.name
extraplanets:treasure_chest_t4, Tier 4 Treasure Chest
extraplanets:ceres:0, Ceres Surface Rock
extraplanets:ceres:1, Ceres Sub-Surface Rock
extraplanets:ceres:2, Ceres Stone
extraplanets:ceres:3, Ceres Iron Ore
extraplanets:ceres:4, Ceres Tin Ore
extraplanets:ceres:5, Ceres Copper Ore
extraplanets:ceres:6, Ceres Uranium Ore
extraplanets:ceres:7, Block of Uranium
extraplanets:ceres:8, Ceres Stone Bricks
extraplanets:ceres_gravel, Ceres Gravel
extraplanets:jupiter:0, Jupiter Surface Rock
extraplanets:jupiter:1, Jupiter Sub-Surface Rock
extraplanets:jupiter:2, Jupiter Stone
extraplanets:jupiter:3, Jupiter Iron Ore
extraplanets:jupiter:4, Jupiter Tin Ore
extraplanets:jupiter:5, Jupiter Copper Ore
extraplanets:jupiter:6, Jupiter Palladium Ore
extraplanets:jupiter:7, Jupiter Nickel Ore
extraplanets:jupiter:8, Block of Palladium
extraplanets:jupiter:9, Jupiter Stone Bricks
extraplanets:jupiter:10, Jupiter Dungeon Brick
extraplanets:jupiter:11, Jupiter Red Gem Ore
extraplanets:jupiter:12, Block of Red Gem
extraplanets:jupiter:13, Block of Nickel
extraplanets:jupiter_gravel, Jupiter Gravel
extraplanets:jupiter_spawner, tile.boss_spawner_jupiter.name
extraplanets:treasure_chest_t5, Tier 5 Treasure Chest
extraplanets:volcanic_rock, Volcanic Rock
extraplanets:ash_rock, Ash Block
extraplanets:orange_sand, Orange Sand
extraplanets:orange_sandstone, Orange Sandstone
extraplanets:saturn:0, Saturn Surface Rock
extraplanets:saturn:1, Saturn Sub-Surface Rock
extraplanets:saturn:2, Saturn Stone
extraplanets:saturn:3, Saturn Iron Ore
extraplanets:saturn:4, Saturn Tin Ore
extraplanets:saturn:5, Saturn Copper Ore
extraplanets:saturn:6, Saturn Magnesium Ore
extraplanets:saturn:7, Block of Magnesium
extraplanets:saturn:8, Saturn Stone Bricks
extraplanets:saturn:9, Saturn Dungeon Brick
extraplanets:saturn:10, Saturn Broken Infected Stone
extraplanets:saturn:11, Saturn Infected Stone
extraplanets:saturn:12, Saturn Slime Ore
extraplanets:saturn_gravel, Saturn Gravel
extraplanets:saturn_spawner, tile.boss_spawner_saturn.name
extraplanets:treasure_chest_t6, Tier 6 Treasure Chest
extraplanets:uranus:0, Uranus Surface Rock
extraplanets:uranus:1, Uranus Sub-Surface Rock
extraplanets:uranus:2, Uranus Stone
extraplanets:uranus:3, Uranus Crystal Ore
extraplanets:uranus:4, Block of Crystal
extraplanets:uranus:5, Uranus Stone Bricks
extraplanets:uranus:6, Uranus Dungeon Brick
extraplanets:uranus:7, Uranus White Gem Ore
extraplanets:uranus:8, Block of White Gem
extraplanets:uranus_spawner, tile.boss_spawner_uranus.name
extraplanets:treasure_chest_t7, Tier 7 Treasure Chest
extraplanets:dense_ice, Dense Ice
extraplanets:neptune:0, Neptune Surface Rock
extraplanets:neptune:1, Neptune Sub-Surface Rock
extraplanets:neptune:2, Neptune Stone
extraplanets:neptune:3, Neptune Iron Ore
extraplanets:neptune:4, Neptune Tin Ore
extraplanets:neptune:5, Neptune Copper Ore
extraplanets:neptune:6, Neptune Zinc Ore
extraplanets:neptune:7, Block of Zinc
extraplanets:neptune:8, Neptune Stone Bricks
extraplanets:neptune:9, Neptune Dungeon Brick
extraplanets:neptune:10, Neptune Blue Gem Ore
extraplanets:neptune:11, Block of Blue Gem
extraplanets:neptune_spawner, tile.boss_spawner_neptune.name
extraplanets:treasure_chest_t8, Tier 8 Treasure Chest
extraplanets:frozen_nitrogen, Frozen Nitrogen
extraplanets:pluto:0, Pluto Surface Rock
extraplanets:pluto:1, Pluto Sub-Surface Rock
extraplanets:pluto:2, Pluto Stone
extraplanets:pluto:3, Pluto Iron Ore
extraplanets:pluto:4, Pluto Tin Ore
extraplanets:pluto:5, Pluto Copper Ore
extraplanets:pluto:6, Pluto Tungsten Ore
extraplanets:pluto:7, Block of Tungsten
extraplanets:pluto:8, Pluto Stone Bricks
extraplanets:pluto:9, Pluto Dungeon Brick
extraplanets:pluto_spawner, tile.boss_spawner_pluto.name
extraplanets:treasure_chest_t9, Tier 9 Treasure Chest
extraplanets:pluto_gravel, Pluto Gravel
extraplanets:eris:0, Eris Surface Rock
extraplanets:eris:1, Eris Sub-Surface Rock
extraplanets:eris:2, Eris Stone
extraplanets:eris:3, Eris Iron Ore
extraplanets:eris:4, Eris Tin Ore
extraplanets:eris:5, Eris Copper Ore
extraplanets:eris:6, Eris Dark Iron Ore
extraplanets:eris:7, Block of Dark Iron
extraplanets:eris:8, Eris Stone Bricks
extraplanets:eris:9, Eris Dungeon Brick
extraplanets:eris_spawner, tile.boss_spawner_eris.name
extraplanets:treasure_chest_t10, Tier 10 Treasure Chest
extraplanets:eris_gravel, Eris Gravel
extraplanets:kepler22b:0, Kepler 22b Dirt
extraplanets:kepler22b:1, Kepler 22b Stone
extraplanets:kepler22b:2, Kepler 22b Iron Ore
extraplanets:kepler22b:3, Kepler 22b Tin Ore
extraplanets:kepler22b:4, Kepler 22b Copper Ore
extraplanets:kepler22b:5, Kepler 22b Dense Coal Ore
extraplanets:kepler22b:6, Kepler 22b Blue Diamond Ore
extraplanets:kepler22b:7, Kepler 22b Red Diamond Ore
extraplanets:kepler22b:8, Kepler 22b Purple Diamond Ore
extraplanets:kepler22b:9, Kepler 22b Yellow Diamond Ore
extraplanets:kepler22b:10, Kepler 22b Green Diamond Ore
extraplanets:kepler22b:11, Kepler 22b Stone Bricks
extraplanets:kepler22b:12, Kepler 22b Cobblestone
extraplanets:kepler22b:13, Kepler 22b Platinum Ore
extraplanets:kepler22b:14, Block of Platinum
extraplanets:kepler22b_grass, Kepler 22b Grass
extraplanets:kepler22b_blue_grass, Kepler 22b Blue Grass
extraplanets:kepler22b_purple_grass, Kepler 22b Purple Grass
extraplanets:kepler22b_red_grass, Kepler 22b Red Grass
extraplanets:kepler22b_yellow_grass, Kepler 22b Yellow Grass
extraplanets:kepler22b_infected_grass, Kepler 22b Infected Grass
extraplanets:kepler22b_flowers:0, Kepler 22b Blue Short Grass
extraplanets:kepler22b_flowers:1, Kepler 22b Blue Medium Grass
extraplanets:kepler22b_flowers:2, Kepler 22b Blue Tall Grass
extraplanets:kepler22b_flowers:3, Kepler 22b Red Short Grass
extraplanets:kepler22b_flowers:4, Kepler 22b Red Medium Grass
extraplanets:kepler22b_flowers:5, Kepler 22b Red Tall Grass
extraplanets:red_sand, Red Sand
extraplanets:red_sandstone, Red Sandstone
extraplanets:europa:0, Europa Surface Rock
extraplanets:europa:1, Europa Sub-Surface Rock
extraplanets:europa:2, Europa Stone
extraplanets:europa:3, Europa Iron Ore
extraplanets:europa:4, Europa Tin Ore
extraplanets:europa:5, Europa Copper Ore
extraplanets:europa_gravel, Europa Gravel
extraplanets:io:0, Io Surface Rock
extraplanets:io:1, Io Sub-Surface Rock
extraplanets:io:2, Io Stone
extraplanets:io:3, Io Iron Ore
extraplanets:io:4, Io Tin Ore
extraplanets:io:5, Io Copper Ore
extraplanets:io_gravel, Io Gravel
extraplanets:deimos:0, Deimos Surface Rock
extraplanets:deimos:1, Deimos Sub-Surface Rock
extraplanets:deimos:2, Deimos Stone
extraplanets:deimos:3, Deimos Iron Ore
extraplanets:deimos:4, Deimos Tin Ore
extraplanets:deimos:5, Deimos Copper Ore
extraplanets:deimos_gravel, Deimos Gravel
extraplanets:phobos:0, Phobos Surface Rock
extraplanets:phobos:1, Phobos Sub-Surface Rock
extraplanets:phobos:2, Phobos Stone
extraplanets:phobos:3, Phobos Iron Ore
extraplanets:phobos:4, Phobos Tin Ore
extraplanets:phobos:5, Phobos Copper Ore
extraplanets:phobos_gravel, Phobos Gravel
extraplanets:triton:0, Triton Surface Rock
extraplanets:triton:1, Triton Sub-Surface Rock
extraplanets:triton:2, Triton Stone
extraplanets:triton:3, Triton Iron Ore
extraplanets:triton:4, Triton Tin Ore
extraplanets:triton:5, Triton Copper Ore
extraplanets:triton_gravel, Triton Gravel
extraplanets:callisto:0, Callisto Surface Rock
extraplanets:callisto:1, Callisto Sub-Surface Rock
extraplanets:callisto:2, Callisto Stone
extraplanets:callisto:3, Callisto Iron Ore
extraplanets:callisto:4, Callisto Tin Ore
extraplanets:callisto:5, Callisto Copper Ore
extraplanets:callisto:6, Callisto Dried Oil
extraplanets:callisto:7, Callisto Shale Oil
extraplanets:callisto_gravel, Callisto Gravel
extraplanets:ganymede:0, Ganymede Surface Rock
extraplanets:ganymede:1, Ganymede Sub-Surface Rock
extraplanets:ganymede:2, Ganymede Stone
extraplanets:ganymede:3, Ganymede Iron Ore
extraplanets:ganymede:4, Ganymede Tin Ore
extraplanets:ganymede:5, Ganymede Copper Ore
extraplanets:ganymede_gravel, Ganymede Gravel
extraplanets:rhea:0, Rhea Surface Rock
extraplanets:rhea:1, Rhea Sub-Surface Rock
extraplanets:rhea:2, Rhea Stone
extraplanets:rhea:3, Rhea Iron Ore
extraplanets:rhea:4, Rhea Tin Ore
extraplanets:rhea:5, Rhea Copper Ore
extraplanets:rhea_gravel, Rhea Gravel
extraplanets:titan:0, Titan Surface Rock
extraplanets:titan:1, Titan Sub-Surface Rock
extraplanets:titan:2, Titan Stone
extraplanets:titan:3, Titan Iron Ore
extraplanets:titan:4, Titan Tin Ore
extraplanets:titan:5, Titan Copper Ore
extraplanets:titan:6, Titan Methane Surface
extraplanets:titan:7, Titan Methane Sub-Surface
extraplanets:titan:8, Titan Rocks
extraplanets:titan_gravel, Titan Gravel
extraplanets:oberon:0, Oberon Surface Rock
extraplanets:oberon:1, Oberon Sub-Surface Rock
extraplanets:oberon:2, Oberon Stone
extraplanets:oberon:3, Oberon Iron Ore
extraplanets:oberon:4, Oberon Tin Ore
extraplanets:oberon:5, Oberon Copper Ore
extraplanets:oberon_gravel, Oberon Gravel
extraplanets:titania:0, Titania Surface Rock
extraplanets:titania:1, Titania Sub-Surface Rock
extraplanets:titania:2, Titania Stone
extraplanets:titania:3, Titania Iron Ore
extraplanets:titania:4, Titania Tin Ore
extraplanets:titania:5, Titania Copper Ore
extraplanets:titania_gravel, Titania Gravel
extraplanets:iapetus:0, Iapetus Surface Rock
extraplanets:iapetus:1, Iapetus Sub-Surface Rock
extraplanets:iapetus:2, Iapetus Stone
extraplanets:iapetus:3, Iapetus Iron Ore
extraplanets:iapetus:4, Iapetus Tin Ore
extraplanets:iapetus:5, Iapetus Copper Ore
extraplanets:iapetus:6, Iapetus Ice
extraplanets:iapetus_gravel, Iapetus Gravel
extraplanets:fossil, Fossil Block
extraplanets:nuclear_bomb, Nuclear Bomb
extraplanets:fire_bomb, Fire Bomb
extraplanets:potash, Potash
extraplanets:advanced_launch_pad:0, Tier 2 Rocket Launch Pad
extraplanets:advanced_launch_pad:1, Tier 3 Rocket Launch Pad
extraplanets:advanced_launch_pad:2, Vehicle Charging Pad
extraplanets:advanced_launch_pad:3, Powered Rocket Launch Pad
extraplanets:advanced_launch_pad_full, Tier 2/3 Launch Pad
extraplanets:block_multi:0, tile.block_multi.tier2LaunchPad.name
extraplanets:decorative_blocks:0, Marble
extraplanets:decorative_blocks:1, Marble Bricks
extraplanets:decorative_blocks:2, Snow Bricks
extraplanets:decorative_blocks:3, Ice Bricks
extraplanets:decorative_blocks:4, Fire Bricks
extraplanets:decorative_blocks:5, Black/White Tiled Floor
extraplanets:decorative_blocks:6, Marble Tiled Floor
extraplanets:decorative_blocks:7, Marble Broken Tiled Floor
extraplanets:decorative_blocks:8, Metal Mesh Floor
extraplanets:decorative_blocks:9, Frozen Nitrogen Bricks
extraplanets:decorative_blocks:10, Volcanic Rock Bricks
extraplanets:decorative_blocks:11, Carbon Tiled Floor
extraplanets:decorative_blocks:12, Carbon Broken Tiled Floor
extraplanets:decorative_blocks:13, Magnesium Tiled Floor
extraplanets:decorative_blocks:14, Magnesium Broken Tiled Floor
extraplanets:decorative_blocks:15, Ash Bricks
extraplanets:decorative_blocks2:0, White Block
extraplanets:decorative_blocks2:1, Red Block
extraplanets:decorative_blocks2:2, Blue Block
extraplanets:decorative_blocks2:3, Light Blue Block
extraplanets:decorative_blocks2:4, Yellow Block
extraplanets:decorative_blocks2:5, Green Block
extraplanets:candy_blocks:0, Red Candy Cane
extraplanets:candy_blocks:1, Green Candy Cane
extraplanets:candy_blocks:2, Blue Candy Cane
extraplanets:candy_blocks:3, Orange Candy Cane
extraplanets:candy_blocks:4, Magenta Candy Cane
extraplanets:candy_blocks:5, Pink Candy Cane
extraplanets:candy_blocks:6, Lime Candy Cane
extraplanets:candy_blocks:7, Purple Candy Cane
extraplanets:candy_blocks:8, Brown Candy Cane
extraplanets:candy_blocks:9, Black Candy Cane
extraplanets:candy_blocks_horizontal:0, Red Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:1, Green Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:2, Blue Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:3, Orange Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:4, Magenta Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:5, Pink Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:6, Lime Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:7, Purple Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:8, Brown Candy Cane (Horizontal)
extraplanets:candy_blocks_horizontal:9, Black Candy Cane (Horizontal)
extraplanets:cake_blocks:0, Cake Block
extraplanets:cake_blocks:1, Red Velvet Cake Block
extraplanets:cake_blocks:2, Chocolate Cake Block
extraplanets:cake_blocks:3, White Icing with Red Dots
extraplanets:cake_blocks:4, White Icing with Green Dots
extraplanets:cake_blocks:5, White Icing with Pink Dots
extraplanets:cake_blocks:6, White Icing with Orange Dots
extraplanets:cake_blocks:7, Cookie Rocks
extraplanets:white_sugar_cane, White Sugar Cane Block
extraplanets:basic_decontamination_unit_fake_block, Basic Decontamination Unit
extraplanets:diamond_grit, Diamond Grit
extraplanets:gold_grit, Gold Grit
extraplanets:coal_grit, Coal Grit
extraplanets:iron_grit, Iron Grit
extraplanets:emerald_grit, Emerald Grit
extraplanets:mercury_stairs_surface, Mercury Surface Stairs
extraplanets:mercury_stairs_sub_surface, Mercury Sub Surface Stairs
extraplanets:mercury_stairs_stone, Mercury Stone Stairs
extraplanets:mercury_stairs_stone_bricks, Mercury Stone Bricks Stairs
extraplanets:ceres_stairs_surface, Ceres Surface Stairs
extraplanets:ceres_stairs_sub_surface, Ceres Sub Surface Stairs
